facility_id,facility_name,facility_type,address_city,address_state,ownership_sector_final,is_public_health_facility,bed_count,doctor_count,facility_complexity_tier,specialist_domain_count,has_specialist_evidence,nfhs_district_name_norm,nfhs_state_ut_norm,persona_label,top_need_categories
156fc3e2-543a-49a3-952a-56f90f25b6a4,Integrity Health Care,clinic,Jaipur,Rajasthan,private,false,null,1,tertiary,1,true,Jaipur,Rajasthan,child_health_nutrition_hotspot,cancer_screening|infant_young_child_feeding|anaemia|child_immunization|micronutrient_fortification
7364149d-047b-4ce4-aa8a-152acd098ab8,Sri Lakshmi Hospital,hospital,Namakkal,Tamil Nadu,null,false,null,null,primary,0,false,Namakkal,Tamil Nadu,ncd_rising,child_immunization|cancer_screening|ncd_diabetes|ncd_diabetes|ncd_hypertension
2117e4c1-1629-46d0-8a22-156ac429a1df,Edens Dental & Maxillofacial Hospital,hospital,Nagercoil,Tamil Nadu,private,false,null,null,tertiary,0,false,Kanniyakumari,Tamil Nadu,ncd_rising,cancer_screening|ncd_diabetes|ncd_diabetes|ncd_hypertension|anaemia
e5fbf648-f44b-406a-9200-4cf096286020,Ashwini Hospital,hospital,Navalgund,Karnataka,private,false,null,null,tertiary,0,false,Dharwad,Karnataka,ncd_rising+child_health_nutrition_hotspot,cancer_screening|child_malnutrition|ncd_hypertension|anaemia|child_immunization
927e66be-4161-41ea-ae0e-990b8bbf58c7,Harmain Dental Clinic,clinic,Kanpur,Uttar Pradesh,private,false,null,null,primary,0,false,Kanpur Nagar,Uttar Pradesh,child_health_nutrition_hotspot,child_immunization|child_malnutrition|infant_young_child_feeding|cancer_screening|child_illness_care
c99589e0-cbad-4f26-8b3f-d1790ea62312,ARV Global Hospital,hospital,Trivandrum City,Kerala,private,false,null,null,tertiary,0,false,Thiruvananthapuram,Kerala,ncd_rising,family_planning_unmet|child_immunization|cancer_screening|ncd_diabetes|ncd_diabetes
82ce532b-3127-42a9-9c6f-f5fc986f4211,Padam Dental Clinic,clinic,Sagwara,Rajasthan,private,false,null,null,primary,0,false,Dungarpur,Rajasthan,child_health_nutrition_hotspot,infant_young_child_feeding|cancer_screening|child_malnutrition|anaemia|child_immunization
512491a1-578a-4a79-88af-199687e62802,Mahakal Physiotherapy,clinic,Ujjain,Madhya Pradesh,private,false,null,null,primary,0,false,Ujjain,Madhya Pradesh,child_health_nutrition_hotspot,child_malnutrition|cancer_screening|infant_young_child_feeding|female_education|anaemia
48c8ff0d-f16a-4cf4-9223-13240a6427cb,Tilak Hospital,hospital,Gurugram,Haryana,null,false,null,null,primary,0,false,Gurgaon,Haryana,child_health_nutrition_hotspot+ncd_rising,child_immunization|cancer_screening|infant_young_child_feeding|anaemia|child_immunization
d855ef26-3371-4bb7-b44d-c62f819b492c,SARVDRISHTI EYE HOSPITAL PRIVATE LIMITED,hospital,Patna,Bihar,private,false,null,null,tertiary,0,false,Patna,Bihar,child_health_nutrition_hotspot,child_immunization|family_planning_unmet|child_malnutrition|infant_young_child_feeding|antenatal_care
6be2e85f-8441-4257-85cd-aaf2425f542b,Gupta Maternity Hospital & Dental Clinic,hospital,Kapurthala,Punjab,private,false,null,1,tertiary,0,false,Kapurthala,Punjab,ncd_rising+child_health_nutrition_hotspot,child_immunization|family_planning_unmet|cancer_screening|child_malnutrition|infant_young_child_feeding
ea00e5f3-6da5-4395-b2b3-a985111c1742,A.K. Diagnostic,clinic,Jaipur,Rajasthan,private,false,null,null,tertiary,2,true,Jaipur,Rajasthan,child_health_nutrition_hotspot,cancer_screening|infant_young_child_feeding|anaemia|child_immunization|micronutrient_fortification
a7412c6a-4553-4798-8b42-951a6ef87a2e,Mukha Maxillofacial Surgery and Dental Implant Centre,clinic,Bhagalpur,Bihar,private,false,null,1,tertiary,0,false,Bhagalpur,Bihar,mixed_need_profile,family_planning_unmet|child_immunization|child_malnutrition|infant_young_child_feeding|cancer_screening
940f2856-a795-45fc-8231-5a3caf5d0cc9,Pujitha Hospitals,hospital,Visakhapatnam,Andhra Pradesh,private,false,null,1,tertiary,0,false,Visakhapatnam,Andhra Pradesh,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|cancer_screening|family_planning_unmet|infant_young_child_feeding|ncd_diabetes
1080dbd2-9119-44e1-99ab-0b1d51de1eb4,Himalaya Arthritis and Rheumatology Centre - Palampur,clinic,Mandi,Himachal Pradesh,private,false,null,null,secondary,0,false,Hamirpur,Himachal Pradesh,ncd_rising+child_health_nutrition_hotspot,child_immunization|family_planning_unmet|cancer_screening|ncd_diabetes|ncd_diabetes
8068ab2b-5bd9-442e-9977-7292e0cc528d,Nirvan Hospital,hospital,Lucknow,Uttar Pradesh,private,false,100,null,tertiary,0,false,Lucknow,Uttar Pradesh,child_health_nutrition_hotspot,child_immunization|family_planning_unmet|cancer_screening|infant_young_child_feeding|anaemia
02085f20-98a3-413a-8504-3e9cf6397568,Marina Grand Hospital,hospital,Surat,Gujarat,private,false,null,null,tertiary,0,false,Surat,Gujarat,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|cancer_screening|infant_young_child_feeding|anaemia|ncd_diabetes
28b1f3c7-160a-4dbf-b839-f8f4643190c0,Vaikunth Eye Clinic,clinic,Shilaj,Gujarat,private,false,null,null,tertiary,1,true,Ahmadabad,Gujarat,child_health_nutrition_hotspot+ncd_rising,child_immunization|child_malnutrition|cancer_screening|infant_young_child_feeding|ncd_diabetes
0d402022-3882-4cd5-a8c2-9a76c7c662c8,SRV Mamata Hospital,hospital,Dombivli East,Maharashtra,private,false,100,3,tertiary,2,true,Thane,Maharashtra,child_health_nutrition_hotspot+ncd_rising,child_immunization|child_malnutrition|family_planning_unmet|cancer_screening|infant_young_child_feeding
1efb1d48-5b53-4d61-bd68-3f977b727c42,"Opal Care Clinic - Shop No 29 Lower Ground Floor, Mahagun Mart, 2, 11th Ave, opp. to Greater Noida West Road, Gaur City 2, Greater Noida, Ghaziabad, Uttar Pradesh 201309",clinic,Greater Noida,"Ghaziabad, Uttar Pradesh",private,false,null,null,secondary,2,true,Gautam Buddha Nagar,Uttar Pradesh,child_health_nutrition_hotspot+ncd_rising,child_immunization|cancer_screening|infant_young_child_feeding|ncd_diabetes|anaemia
fff65f02-d702-46eb-929a-045df1f4aefd,Advanced E.N.T. and Multispeciality Hospital,hospital,Aurangabad,Maharashtra,private,false,null,2,secondary,0,false,Aurangabad,Maharashtra,child_health_nutrition_hotspot,child_immunization|family_planning_unmet|child_malnutrition|cancer_screening|infant_young_child_feeding
b43315f5-dffd-4628-af31-75c869a60a48,"Shivani Hospital and IVF, Shastri Nagar, Kanpur",hospital,Kanpur,Uttar Pradesh,private,false,null,4,tertiary,0,false,Kanpur Nagar,Uttar Pradesh,child_health_nutrition_hotspot,child_immunization|child_malnutrition|infant_young_child_feeding|cancer_screening|child_illness_care
5fb908d1-4359-4b49-ab45-6cdeed6e59b0,"Dr. Utkarsh Chhanchure's Gastroenterology, Liver & Endoscopy Center",clinic,Solapur,Maharashtra,private,false,null,null,secondary,0,false,Solapur,Maharashtra,child_health_nutrition_hotspot+ncd_rising,child_malnutrition|child_immunization|cancer_screening|ncd_hypertension|infant_young_child_feeding
f8e37525-7527-4df4-ac00-8b02003d640d,Dr Meeras Smiles Dental Care,dentist,Ernakulam,Kerala,private,false,null,null,secondary,0,false,Ernakulam,Kerala,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|cancer_screening|ncd_diabetes|ncd_diabetes|child_immunization
4291364e-19ec-4d8f-b7ce-72420e8e3644,Dr Narang's Hospital,hospital,Jaipur,Rajasthan,private,false,null,3,primary,0,false,Jaipur,Rajasthan,child_health_nutrition_hotspot,cancer_screening|infant_young_child_feeding|anaemia|child_immunization|micronutrient_fortification
db562214-0b14-4a6d-bfb6-51728fc8954b,Aarogyam Speciality Hospital,hospital,Ahmedabad,Gujarat,private,false,null,null,tertiary,0,false,Ahmadabad,Gujarat,child_health_nutrition_hotspot+ncd_rising,child_immunization|child_malnutrition|cancer_screening|infant_young_child_feeding|ncd_diabetes
e43a21d0-8c78-436d-9656-39418b1fbf16,"All India Institute of Medical Sciences, Raipur",hospital,Raipur,Chattisgarh,government_public,true,10,null,tertiary,0,false,Raipur,Chhattisgarh,child_health_nutrition_hotspot,child_immunization|child_malnutrition|cancer_screening|infant_young_child_feeding|anaemia
1ecf66b2-3514-45b5-9e73-b7b8f7635f91,Dr Todkar Hospital,hospital,Pune,Pune,private,false,null,null,tertiary,0,false,Pune,Maharashtra,child_health_nutrition_hotspot,child_immunization|family_planning_unmet|child_malnutrition|cancer_screening|infant_young_child_feeding
255940ad-20c1-402b-86c0-0bf90d40f851,"Health Quest Imaging and Diagnostics - Near Manesar Bus Stand, Ground Floor, Shanti Complex, Manesar, Gurugram, Haryana 122052",clinic,Manesar,Haryana,private,false,null,null,tertiary,0,false,Gurgaon,Haryana,child_health_nutrition_hotspot+ncd_rising,child_immunization|cancer_screening|infant_young_child_feeding|anaemia|child_immunization
4652c6c6-522d-4b5a-b8dd-f89258546ee6,Olive Multispeciality Hospital,hospital,Pune,Maharashtra,private,false,null,null,secondary,0,false,Pune,Maharashtra,child_health_nutrition_hotspot,child_immunization|family_planning_unmet|child_malnutrition|cancer_screening|infant_young_child_feeding
540e0db6-7899-45ff-8192-23453c7efa90,Karunya Sugalaya Diabetes Care & Research Center,hospital,Kumbakonam,Tamil Nadu,private,false,17,null,secondary,0,false,Thanjavur,Tamil Nadu,ncd_rising+child_health_nutrition_hotspot,child_immunization|cancer_screening|ncd_diabetes|ncd_hypertension|ncd_hypertension
b0bcd051-43f7-474a-b842-38c2921511d4,Risha Eye Hospital,hospital,Nalasopara,Maharashtra,private,false,null,2,tertiary,2,true,Palghar,Maharashtra,child_health_nutrition_hotspot+ncd_rising,child_malnutrition|cancer_screening|infant_young_child_feeding|anaemia|family_planning_unmet
f3c92e43-d0b5-4f9c-98e6-140b40c9743f,Jeet Pathology Lab,clinic,Mira Road East,Maharashtra,private,false,null,null,secondary,1,true,Thane,Maharashtra,child_health_nutrition_hotspot+ncd_rising,child_immunization|child_malnutrition|family_planning_unmet|cancer_screening|infant_young_child_feeding
bde1aebd-3a0c-4df0-b7b2-2db420b700c5,Sri Sai Hospital,hospital,Moradabad,Uttar Pradesh,private,false,null,3,tertiary,2,true,Moradabad,Uttar Pradesh,child_health_nutrition_hotspot,infant_young_child_feeding|child_malnutrition|cancer_screening|child_immunization|anaemia
2e5afad8-c853-4c28-ad1e-e72a028cb10e,Agrawal Eye Hospital,hospital,Meerut,Uttar Pradesh,private,false,5,2,secondary,0,false,Meerut,Uttar Pradesh,ncd_rising+child_health_nutrition_hotspot,infant_young_child_feeding|cancer_screening|anaemia|child_immunization|child_malnutrition
5c9f7e5b-618b-4859-b7a2-f1735b52eec2,Pawar'S Clinic,clinic,Lucknow,Uttar Pradesh,private,false,null,null,secondary,0,false,Lucknow,Uttar Pradesh,child_health_nutrition_hotspot,child_immunization|family_planning_unmet|cancer_screening|infant_young_child_feeding|anaemia
a48ad99c-88f4-402c-816d-f8ab0cc1a3b2,Ajay Hospital,hospital,Meerut,Uttar Pradesh,private,false,null,2,tertiary,0,false,Meerut,Uttar Pradesh,ncd_rising+child_health_nutrition_hotspot,infant_young_child_feeding|cancer_screening|anaemia|child_immunization|child_malnutrition
4b8e2383-2837-44fa-b514-6308dfd5eb8f,"SPARSH Hospital, Hennur Road",hospital,Bengaluru,Karnataka,private,false,null,null,tertiary,0,false,Bangalore,Karnataka,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|child_immunization|cancer_screening|ncd_diabetes|ncd_diabetes
5996e9c8-7eff-44dd-b6d6-a35748b9c3ee,BS Heart Care & Multispeciality Hospital,hospital,Kurukshetra,Haryana,private,false,null,null,tertiary,1,true,Kurukshetra,Haryana,ncd_rising+child_health_nutrition_hotspot,child_immunization|child_malnutrition|cancer_screening|ncd_hypertension|ncd_hypertension
5eb4edb0-cb45-4b19-b431-d5f0a73271f3,Swami Vivekanand Multispeciality Hospital,hospital,Yamunanagar,Haryana,private,false,50,9,tertiary,0,false,Yamunanagar,Haryana,ncd_rising+child_health_nutrition_hotspot,infant_young_child_feeding|cancer_screening|child_immunization|ncd_hypertension|child_malnutrition
2dccd2d1-a1e2-443f-91b8-34452bb60e69,"Phular Superspeciality Hospital, Road No-02, Juran Chappra, Muzaffarpur - 842001",hospital,Muzaffarpur,Bihar,private,false,100,null,tertiary,0,false,Muzaffarpur,Bihar,mixed_need_profile,child_immunization|child_malnutrition|family_planning_unmet|cancer_screening|anaemia
789a99d8-5b04-493d-96d7-1ccd9a61aac2,Holistic Homeopathic Clinic,clinic,Dehradun,Uttarakhand,private,false,null,2,tertiary,0,false,Dehradun,Uttarakhand,child_health_nutrition_hotspot+ncd_rising,child_immunization|infant_young_child_feeding|cancer_screening|ncd_hypertension|anaemia
5207b831-5046-40d6-892e-6622637c9b7e,Sudar Hospital and Research Institute,hospital,Thanjavur,Tamil Nadu,private,false,null,5,tertiary,0,false,Thanjavur,Tamil Nadu,ncd_rising+child_health_nutrition_hotspot,child_immunization|cancer_screening|ncd_diabetes|ncd_hypertension|ncd_hypertension
b64fb765-121d-4276-a52d-d34629ff3b3f,Medilife Multispeciality Hospital & ICU,hospital,Pune,Maharashtra,private,false,null,null,secondary,0,false,Pune,Maharashtra,child_health_nutrition_hotspot,child_immunization|family_planning_unmet|child_malnutrition|cancer_screening|infant_young_child_feeding
02bd3576-e778-4b33-9ee5-e9d5a2737432,Tulsi Eye Hospital,hospital,Nashik,Maharashtra,private,false,72,16,tertiary,1,true,Nashik,Maharashtra,child_health_nutrition_hotspot,child_immunization|child_malnutrition|family_planning_unmet|cancer_screening|infant_young_child_feeding
98e15e38-0990-4543-849a-f1a4c91729b3,Niramay Ayurvedic Hospital (Nanpura),hospital,Surat,Gujarat,private,false,null,2,tertiary,0,false,Surat,Gujarat,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|cancer_screening|infant_young_child_feeding|anaemia|ncd_diabetes
4ddda6ef-1d16-4c4d-9a5d-08013476908b,Maa Fetal Medicine Centre,clinic,Hyderabad,Telangana,private,false,null,null,secondary,0,false,Hyderabad,Telangana,child_health_nutrition_hotspot+ncd_rising,child_immunization|child_malnutrition|cancer_screening|infant_young_child_feeding|ncd_hypertension
83c83e70-5183-406f-97ad-8d87feedd23a,ANSSI Wellness Mulund,clinic,Mulund,Maharashtra,private,false,null,null,secondary,0,false,Mumbai Suburban,Maharashtra,ncd_rising,child_malnutrition|cancer_screening|family_planning_unmet|ncd_diabetes|ncd_diabetes
a7288206-0d56-49ac-949e-0b9cc60632ce,Nivi's Smile Care,clinic,Karur,Tamil Nadu,private,false,null,null,tertiary,0,false,Karur,Tamil Nadu,ncd_rising+child_health_nutrition_hotspot,child_immunization|child_malnutrition|cancer_screening|infant_young_child_feeding|ncd_diabetes
bcc501fd-f448-4ca3-b1bd-a4da2a5e5d51,Niramoy Health Care,clinic,Silchar,Assam,private,false,null,1,tertiary,0,false,Cachar,Assam,child_health_nutrition_hotspot,child_immunization|child_malnutrition|family_planning_unmet|infant_young_child_feeding|cancer_screening
434fa72b-b774-49ac-b272-bc269b9ebfeb,Allergimmuno Diagnostics,clinic,Beliaghata,West Bengal,private,false,null,null,secondary,1,true,Kolkata,West Bengal,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|child_immunization|cancer_screening|ncd_diabetes|ncd_diabetes
92dd37f1-293c-4b0b-bcb3-91cf8aa3e951,"SCB Medical College and Hospital, Cuttack",hospital,Cuttack,Odisha,government_public,true,1110,null,tertiary,0,false,Cuttack,Odisha,ncd_rising+child_health_nutrition_hotspot,cancer_screening|child_malnutrition|family_planning_unmet|ncd_diabetes|ncd_diabetes
a6969190-5f80-4391-9849-1995574e651e,Sanjivini Diagnostics,clinic,Chandigarh,Chandigarh,private,false,null,null,secondary,1,true,Chandigarh,Chandigarh,ncd_rising,child_immunization|cancer_screening|ncd_diabetes|ncd_hypertension|ncd_hypertension
db80e7d4-d4e7-40c7-826b-092d0c22dcd0,Icon Multispeciality Clinic,clinic,Pune,Maharashtra,private,false,null,null,tertiary,0,false,Pune,Maharashtra,child_health_nutrition_hotspot,child_immunization|family_planning_unmet|child_malnutrition|cancer_screening|infant_young_child_feeding
73bfda27-2ccb-4a20-9c14-bdaf0ba827db,Dr Sparsh Multispeciality Dental Care,dentist,Agra,Uttar Pradesh,private,false,null,null,tertiary,0,false,Agra,Uttar Pradesh,mixed_need_profile,family_planning_unmet|infant_young_child_feeding|child_malnutrition|cancer_screening|antenatal_care
3e9860a1-5d1f-4c5e-b665-7d3e0c6e25cc,NATIONAL LIVER & GASTRO HOSPITAL,clinic,Guntur,Andhra Pradesh,null,false,null,1,secondary,2,true,Guntur,Andhra Pradesh,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|ncd_diabetes|ncd_diabetes|cancer_screening|infant_young_child_feeding
6d50cfb6-89dc-438c-801f-c590c0c81335,Vighneshwar Ayurved Hospitals,hospital,Sangli,Maharashtra,private,false,null,1,secondary,0,false,Sangli,Maharashtra,ncd_rising+child_health_nutrition_hotspot,child_immunization|child_malnutrition|cancer_screening|infant_young_child_feeding|ncd_hypertension
fee68cd7-6e30-4f93-b185-5f6ceb9385c2,Mittal Dental Clinic and Implant Centre,clinic,Delhi,Dl,private,false,null,null,secondary,0,false,North East,NCT of Delhi,ncd_rising+child_health_nutrition_hotspot,child_immunization|cancer_screening|ncd_hypertension|ncd_hypertension|child_malnutrition
da544a5e-8889-4dea-b095-0586d37c4ceb,Om Navjeevan Hospital and Research Centre,hospital,Etawah,Uttar Pradesh,private,false,null,null,tertiary,0,false,Etawah,Uttar Pradesh,child_health_nutrition_hotspot,child_immunization|infant_young_child_feeding|cancer_screening|child_malnutrition|anaemia
e462cc3d-c52a-4849-85d9-7f01519263ab,Medicare Hospital,hospital,Rajamahendravaram,Andhra Pradesh,private,false,null,null,secondary,1,true,East Godavari,Andhra Pradesh,child_health_nutrition_hotspot+ncd_rising,child_immunization|cancer_screening|family_planning_unmet|ncd_diabetes|ncd_diabetes
4cef445a-4ef3-4320-86e2-c7a85ffdb658,Swasti Ayurved & Panchkarma Center,clinic,Kolhapur,Maharashtra,private,false,null,null,secondary,0,false,Kolhapur,Maharashtra,child_health_nutrition_hotspot+ncd_rising,child_immunization|child_malnutrition|cancer_screening|ncd_hypertension|infant_young_child_feeding
70cfbb04-b864-446a-89fe-2df68e586c59,Yamini Diet Clinic,clinic,Shahdara,Delhi,private,false,null,1,tertiary,0,false,Shahdara,NCT of Delhi,child_health_nutrition_hotspot+ncd_rising,child_malnutrition|child_immunization|infant_young_child_feeding|cancer_screening|ncd_hypertension
f82bce36-e6cb-4dbb-b8fb-94f1e184e68c,Kargathra Dental Clinic,clinic,Porbandar,Gujarat,private,false,null,null,secondary,0,false,Porbandar,Gujarat,child_health_nutrition_hotspot+ncd_rising,child_malnutrition|cancer_screening|child_immunization|infant_young_child_feeding|ncd_diabetes
a8366948-ee37-4b9c-8b54-cda0cad4a3b1,GHAI Hospital,hospital,Jalandhar,Punjab,null,false,49,2,tertiary,0,false,Jalandhar,Punjab,ncd_rising,cancer_screening|ncd_hypertension|ncd_hypertension|infant_young_child_feeding|ncd_diabetes
a1328542-caca-4116-929d-584e172b6a9c,Prime Multispeciality Hospital,hospital,Patiala,Punjab,private,false,30,8,tertiary,1,true,Patiala,Punjab,ncd_rising,cancer_screening|ncd_diabetes|ncd_hypertension|ncd_hypertension|infant_young_child_feeding
0be4125f-1ee2-407c-9d0d-8c4d0ee003f5,Bhumi Hospital,hospital,Vadodara,Gujarat,null,false,500,null,secondary,0,false,Vadodara,Gujarat,child_health_nutrition_hotspot+ncd_rising,child_malnutrition|family_planning_unmet|cancer_screening|child_immunization|infant_young_child_feeding
576dbb02-b40b-453d-b2ec-bece6ad018c1,Caring Hands Dental Clinic,clinic,Mangalore,Karnataka,private,false,null,1,secondary,0,false,Dakshina Kannada,Karnataka,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|cancer_screening|infant_young_child_feeding|ncd_hypertension|child_immunization
465dbb54-1634-4000-9790-86b1fbc4c0c7,Proheal Family Care Clinic,clinic,Ahmedabad,Gujarat,private,false,null,null,secondary,0,false,Ahmadabad,Gujarat,child_health_nutrition_hotspot+ncd_rising,child_immunization|child_malnutrition|cancer_screening|infant_young_child_feeding|ncd_diabetes
98a5cc2f-f95b-42bb-832e-6f513f0d34f1,IPSC: Pain and Spine Hospital,hospital,Dwarka,Delhi,private,false,null,null,tertiary,1,true,South West,NCT of Delhi,child_health_nutrition_hotspot+ncd_rising,child_immunization|cancer_screening|ncd_diabetes|anaemia|child_immunization
382f644e-04b2-46c5-9639-a38f466de06a,Dr Arya's Homoeopathic,clinic,Rohtak,Haryana,private,false,null,null,primary,0,false,Rohtak,Haryana,child_health_nutrition_hotspot+ncd_rising,child_immunization|cancer_screening|infant_young_child_feeding|child_malnutrition|anaemia
16fe30ba-4894-404e-af54-c28652126a6f,KP Multi Speciality Dental Clinic,clinic,Chennai,Tamil Nadu,private,false,null,null,secondary,0,false,Chennai,Tamil Nadu,ncd_rising,child_malnutrition|cancer_screening|ncd_diabetes|ncd_diabetes|ncd_hypertension
99d164fd-8960-4045-89b9-e800ab97cb3f,Pvs Sunrise Hospital Calicut,hospital,Kozhikode,Kerala,private,false,310,100,tertiary,0,false,Kozhikode,Kerala,ncd_rising,family_planning_unmet|cancer_screening|ncd_diabetes|ncd_diabetes|ncd_hypertension
8a99ef51-9649-4bec-8e86-746a38790fb6,Aspira Pathlab & Diagnostics,clinic,Mumbai,Maharashtra,private,false,null,null,tertiary,0,false,Mumbai Suburban,Maharashtra,ncd_rising,child_malnutrition|cancer_screening|family_planning_unmet|ncd_diabetes|ncd_diabetes
44253753-a921-4f0e-9739-f0451a18b7f2,Drishti Eye Clinic,clinic,Jammu,Jammu And Kashmir,private,false,null,1,tertiary,0,false,Jammu,Jammu & Kashmir,child_health_nutrition_hotspot+ncd_rising,child_immunization|child_malnutrition|cancer_screening|infant_young_child_feeding|adult_overnutrition_obesity
0bc38214-36fd-48a0-9fac-e0523d529a26,"Navjeevan Heart and Women's Hospital - Near Horizon Hotel, Central Excise Road(GST Bhawan) GIDC Ankleshwar, 393002",hospital,Ankleshwar,Gujarat,private,false,null,null,tertiary,2,true,Bharuch,Gujarat,child_health_nutrition_hotspot+ncd_rising,child_malnutrition|family_planning_unmet|child_immunization|cancer_screening|infant_young_child_feeding
e050120f-fe19-4279-8a5a-b1d9f56136c1,Kedia Orthodontics and Dental,dentist,Patna,Bihar,private,false,null,3,secondary,0,false,Patna,Bihar,child_health_nutrition_hotspot,child_immunization|family_planning_unmet|child_malnutrition|infant_young_child_feeding|antenatal_care
3ba824bc-a722-4c3d-9548-a6c9a13f8776,Dental Tribe,clinic,Bangalore,Karnataka,private,false,null,null,tertiary,0,false,Bangalore,Karnataka,ncd_rising+child_health_nutrition_hotspot,child_malnutrition|child_immunization|cancer_screening|ncd_diabetes|ncd_diabetes
c17a67d5-1d25-4697-af44-8182d0987d77,Dr. Lokesh Shrivastava (aashi Dental Clinic),clinic,Gwalior,Madhya Pradesh,private,false,null,1,secondary,0,false,Gwalior,Madhya Pradesh,child_health_nutrition_hotspot,child_immunization|family_planning_unmet|cancer_screening|infant_young_child_feeding|child_malnutrition
d9af9cc7-4468-46f9-b829-8257b39dcd9f,Apollo Clinic Sohna Road,clinic,Gurugram,Haryana,private,false,null,6,tertiary,0,false,Gurgaon,Haryana,child_health_nutrition_hotspot+ncd_rising,child_immunization|cancer_screening|infant_young_child_feeding|anaemia|child_immunization
7795f9f8-b472-4979-9ec0-58077b0662ed,Government Taluk Hospital,hospital,Nadapuram,Kerala,government_public,true,124,null,secondary,0,false,Kozhikode,Kerala,ncd_rising,family_planning_unmet|cancer_screening|ncd_diabetes|ncd_diabetes|ncd_hypertension
